"player_id","player_nm","mp","poss","pts","diff","poss2","pts2","poss3","pts3","possft","ptsft","poss2_rim","pts2_rim","poss2_other","pts2_other","tot_fta"
"b/bjeline01","Nemanja Bjelica",1371,391,454,63,187,190,183,228,21,36,97,128,90,62,45
"b/blackta01","Tarik Black",536,153,180,27,116,148,11,3,26,29,91,134,25,14,63
"b/blakean01","Antonio Blakeney",314,159,150,-9,91,76,52,45,16,29,24,30,67,46,39
"b/bledser01","Eric Bledsoe",2322,1127,1312,185,631,686,360,375,136,251,292,410,339,276,318
"b/bledser01","Eric Bledsoe",2239,1127,1312,185,631,686,360,375,136,251,292,410,339,276,318
"b/bogdabo01","Bogdan Bogdanovic",2175,815,902,87,443,430,329,387,43,85,111,136,332,294,119
"b/bogdabo02","Bojan Bogdanovic",2464,935,1128,193,466,498,386,465,83,165,223,282,243,216,205
"b/bogutan01","Andrew Bogut",216,26,36,10,25,34,0,0,1,2,18,28,7,6,2
"b/bookede01","Devin Booker",1865,1186,1329,143,670,616,384,441,132,272,190,232,480,384,329
"b/booketr01","Trevor Booker",1158,383,428,45,310,338,33,24,40,66,141,190,169,148,93
"b/booketr01","Trevor Booker",395,383,428,45,310,338,33,24,40,66,141,190,169,148,93
"b/booketr01","Trevor Booker",494,383,428,45,310,338,33,24,40,66,141,190,169,148,93
"b/booketr01","Trevor Booker",269,383,428,45,310,338,33,24,40,66,141,190,169,148,93
"b/bradlav01","Avery Bradley",1433,661,655,-6,422,368,203,225,36,62,142,170,280,198,82
"b/bradlav01","Avery Bradley",1268,661,655,-6,422,368,203,225,36,62,142,170,280,198,82
"b/bradlav01","Avery Bradley",165,661,655,-6,422,368,203,225,36,62,142,170,280,198,82
"b/breweco01","Corey Brewer",1208,358,380,22,206,222,110,93,42,65,161,194,45,28,90
"b/breweco01","Corey Brewer",694,358,380,22,206,222,110,93,42,65,161,194,45,28,90
"b/breweco01","Corey Brewer",514,358,380,22,206,222,110,93,42,65,161,194,45,28,90
"b/brogdma01","Malcolm Brogdon",1436,538,619,81,342,364,161,186,35,69,188,248,154,116,85
"b/brookaa01","Aaron Brooks",189,74,75,1,38,34,31,33,5,8,14,12,24,22,11
"b/brookdi01","Dillon Brooks",2350,842,895,53,508,492,264,282,70,121,212,276,296,216,166
"b/brookma01","MarShon Brooks",193,111,141,30,70,64,32,57,9,20,22,24,48,40,23
"b/brownbo02","Bobby Brown",115,59,50,-9,18,16,40,33,1,1,7,8,11,8,2
"b/brownja02","Jaylen Brown",2152,902,1017,115,496,504,306,363,100,150,286,356,210,148,233
"b/brownlo01","Lorenzo Brown",139,35,32,-3,22,24,12,6,1,2,3,4,19,20,2
"b/brownst02","Sterling Brown",776,216,217,1,114,100,91,96,11,21,55,58,59,42,24
"b/bullore01","Reggie Bullock",1732,568,698,130,265,284,281,375,22,39,108,160,157,124,49
"b/burketr01","Trey Burke",785,407,461,54,279,310,105,114,23,37,62,90,217,220,57
"b/burksal01","Alec Burks",1059,470,493,23,272,246,142,141,56,106,104,132,168,114,124
"b/butleji01","Jimmy Butler",2164,1098,1292,194,721,734,200,210,177,348,231,306,490,428,425
"b/buyckdw01","Dwight Buycks",427,218,215,-3,153,134,45,45,20,36,57,68,96,66,41
"c/cabocbr01","Bruno Caboclo",107,34,26,-8,14,12,17,9,3,5,5,6,9,6,6
"c/cabocbr01","Bruno Caboclo",100,34,26,-8,14,12,17,9,3,5,5,6,9,6,6
"c/caldejo01","Jose Calderon",914,198,254,56,88,96,97,135,13,23,33,44,55,52,30
"c/caldwke01","Kentavious Caldwell-Pope",2458,871,977,106,383,362,414,477,74,138,157,208,226,154,194
"c/canaais01","Isaiah Canaan",422,159,171,12,71,60,66,66,22,45,43,30,28,30,51
"c/canaais01","Isaiah Canaan",418,159,171,12,71,60,66,66,22,45,43,30,28,30,51
"c/capelca01","Clint Capela",2034,786,1026,240,675,882,1,0,110,144,542,778,133,104,257
"c/carrode01","DeMarre Carroll",2180,891,983,92,394,360,391,435,106,188,165,200,229,160,246
"c/cartevi01","Vince Carter",1026,298,313,15,118,114,165,171,15,28,48,56,70,58,37
"c/cartemi01","Michael Carter-Williams",835,271,239,-32,170,124,59,42,42,73,72,80,98,44,89
"c/carusal01","Alex Caruso",562,130,134,4,73,74,43,39,14,21,37,52,36,22,30
"c/casspom01","Omri Casspi",740,237,300,63,185,220,22,30,30,50,105,148,80,72,69
"c/caulewi01","Willie Cauley-Stein",2044,882,932,50,760,770,12,9,110,153,355,480,405,290,247
"c/cavanty01","Tyler Cavanaugh",518,161,182,21,63,70,89,96,9,16,41,48,22,22,21
"c/chalmma01","Mario Chalmers",1421,504,505,1,252,230,191,159,61,116,107,116,145,114,138
"c/chandty01","Tyson Chandler",1151,232,300,68,187,242,0,0,45,58,174,234,13,8,94
"c/chandwi01","Wilson Chandler",2346,682,738,56,386,386,246,264,50,88,176,234,210,152,114
"c/chrisma01","Marquese Chriss",1527,550,556,6,287,292,190,168,73,96,177,220,110,72,158
"c/clarkia01","Ian Clark",1455,515,539,24,300,320,195,186,20,33,75,102,225,218,59
"c/clarkjo01","Jordan Clarkson",1888,1024,1110,86,636,636,318,336,70,138,235,304,401,332,190
"c/clarkjo01","Jordan Clarkson",1256,1024,1110,86,636,636,318,336,70,138,235,304,401,332,190
"c/clarkjo01","Jordan Clarkson",632,1024,1110,86,636,636,318,336,70,138,235,304,401,332,190
"c/clevean01","Antonius Cleveland",123,24,23,-1,17,10,4,9,3,4,5,4,12,6,6
"c/collijo01","John Collins",1785,627,777,150,499,596,47,48,81,133,321,470,178,126,186
"c/colliza01","Zach Collins",1045,309,292,-17,177,160,113,105,19,27,77,96,100,64,42
"c/colliky01","Kyle Collinsworth",480,117,101,-16,82,68,17,12,18,21,35,34,47,34,40
"c/collida01","Darren Collison",2018,697,846,149,433,440,205,288,59,118,153,198,280,242,143
"c/conlemi01","Mike Conley",373,194,203,9,91,80,77,72,26,51,42,48,49,32,66
"c/connapa01","Pat Connaughton",1488,408,441,33,180,182,210,222,18,37,90,120,90,62,44
"c/cookqu01","Quinn Cook",740,263,312,49,148,152,104,138,11,22,46,52,102,100,25
"c/couside01","DeMarcus Cousins",1737,1033,1207,174,570,604,294,312,169,291,324,410,246,194,394
"c/covinro01","Robert Covington",2532,892,1008,116,286,284,549,609,57,115,149,198,137,86,136
"c/crabbal01","Allen Crabbe",2197,872,975,103,295,272,532,603,45,100,69,102,226,170,135
"c/craigto01","Torrey Craig",629,154,163,9,79,90,58,51,17,22,63,78,16,12,35
"c/crawfja01","Jamal Crawford",1653,783,817,34,429,408,314,312,40,97,43,58,386,350,113
"c/crowdja01","Jae Crowder",2090,740,773,33,330,322,341,330,69,121,171,226,159,96,148
"c/crowdja01","Jae Crowder",1346,740,773,33,330,322,341,330,69,121,171,226,159,96,148
"c/crowdja01","Jae Crowder",744,740,773,33,330,322,341,330,69,121,171,226,159,96,148
"c/cunnida01","Dante Cunningham",1562,386,417,31,196,212,168,174,22,31,121,156,75,56,52
"c/cunnida01","Dante Cunningham",1115,386,417,31,196,212,168,174,22,31,121,156,75,56,52
"c/cunnida01","Dante Cunningham",447,386,417,31,196,212,168,174,22,31,121,156,75,56,52
"c/curryst01","Stephen Curry",1631,987,1328,341,363,432,501,636,123,260,151,202,212,230,302
"d/danietr01","Troy Daniels",1622,600,700,100,117,98,458,549,25,53,28,24,89,74,64
"d/davisan02","Anthony Davis",2727,1715,2094,379,1300,1450,162,165,253,479,547,814,753,636,598
"d/davisde01","Deyonta Davis",943,291,360,69,265,322,0,0,26,38,154,232,111,90,57
"d/davised01","Ed Davis",1471,340,414,74,291,340,1,0,48,74,203,272,88,68,111
"d/dedmode01","Dewayne Dedmon",1542,509,617,108,336,400,141,150,32,67,134,208,202,192,86
"d/dekkesa01","Sam Dekker",883,284,303,19,199,236,60,30,25,37,146,200,53,36,56
"d/delanma01","Malcolm Delaney",1014,325,336,11,161,126,124,138,40,72,48,52,113,74,92
"d/dellama01","Matthew Dellavedova",712,161,159,-2,74,52,78,87,9,20,12,14,62,38,27
"d/derozde01","DeMar DeRozan",2711,1643,1809,166,1125,1112,287,267,231,430,281,380,844,732,559
"d/diallch01","Cheick Diallo",581,204,254,50,176,204,0,0,28,50,84,126,92,78,66
"d/dienggo01","Gorgui Dieng",1333,436,470,34,327,334,61,57,48,79,97,130,230,204,102
"d/dinwisp01","Spencer Dinwiddie",2306,950,1001,51,405,366,433,423,112,212,195,224,210,142,268
"d/dorsety01","Tyler Dorsey",974,411,405,-6,184,144,200,216,27,45,66,66,118,78,63
"d/dotsoda01","Damyean Dotson",474,169,182,13,93,100,68,66,8,16,34,40,59,60,23
"d/doylemi01","Milton Doyle",125,50,34,-16,24,18,23,12,3,4,9,10,15,8,8
"d/dragigo01","Goran Dragic",2378,1192,1290,98,775,746,300,333,117,211,289,364,486,382,271
"d/drumman01","Andre Drummond",2625,1064,1171,107,871,932,11,0,182,239,581,754,290,178,395
"d/dudleja01","Jared Dudley",686,138,152,14,42,38,80,87,16,27,23,28,19,10,35
"d/dunnkr01","Kris Dunn",1525,718,699,-19,532,486,134,129,52,84,175,190,357,296,115
"d/duranke01","Kevin Durant",2325,1391,1784,393,808,914,413,519,170,351,219,332,589,582,404
"e/ellenhe01","Henry Ellenson",329,159,151,-8,86,66,60,60,13,25,24,36,62,30,29
"e/ellinwa01","Wayne Ellington",2041,721,849,128,121,116,579,681,21,52,54,70,67,46,78
"e/embiijo01","Joel Embiid",1912,1265,1445,180,839,888,214,198,212,359,309,450,530,438,467
"e/ennisja01","James Ennis",1604,435,511,76,231,262,153,153,51,96,134,192,97,70,116
"e/ennisja01","James Ennis",1053,435,511,76,231,262,153,153,51,96,134,192,97,70,116
"e/ennisja01","James Ennis",551,435,511,76,231,262,153,153,51,96,134,192,97,70,116
"e/ennisty01","Tyler Ennis",683,237,223,-14,168,160,56,42,13,21,86,98,82,62,29
"e/evansja01","Jawun Evans",778,273,231,-42,198,148,54,45,21,38,70,64,128,84,49
"e/evansty01","Tyreke Evans",1607,894,1001,107,523,504,286,342,85,155,333,362,190,142,209
"e/exumda01","Dante Exum",235,102,114,12,69,74,18,15,15,25,37,50,32,24,31
"f/farieke01","Kenneth Faried",461,172,188,16,147,152,1,0,24,36,76,86,71,66,51
"f/favorde01","Derrick Favors",2153,795,944,149,639,762,63,42,93,140,337,518,302,244,215
"f/feldeka01","Kay Felder",140,76,57,-19,51,34,19,12,6,11,11,8,40,26,12
"f/feldeka01","Kay Felder",134,76,57,-19,51,34,19,12,6,11,11,8,40,26,12
"f/feliccr01","Cristiano Felicio",977,250,308,58,213,254,2,0,35,54,137,190,76,64,81
"f/feltora01","Raymond Felton",1365,570,562,-8,322,286,230,243,18,33,93,100,229,186,44
"f/fergute01","Terrance Ferguson",763,174,189,15,49,60,120,120,5,9,28,40,21,20,10
"f/ferreyo01","Yogi Ferrell",2282,776,838,62,372,354,359,402,45,82,110,128,262,226,103
"f/finnedo01","Dorian Finney-Smith",448,128,123,-5,54,52,67,60,7,11,25,36,29,16,15
"f/forbebr01","Bryn Forbes",1517,524,553,29,269,240,228,267,27,46,41,48,228,192,72
"f/fournev01","Evan Fournier",1837,877,1006,129,467,482,335,381,75,143,168,224,299,258,173
"f/foxde01","De'Aaron Fox",2026,881,844,-37,644,562,153,141,84,141,190,246,454,316,195
"f/fraziti01","Tim Frazier",838,186,176,-10,116,102,56,51,14,23,27,40,89,62,30
"f/fryech01","Channing Frye",695,219,264,45,97,130,115,117,7,17,39,62,58,68,19
"f/fryech01","Channing Frye",545,219,264,45,97,130,115,117,7,17,39,62,58,68,19
"f/fryech01","Channing Frye",150,219,264,45,97,130,115,117,7,17,39,62,58,68,19
"f/fultzma01","Markelle Fultz",253,121,100,-21,110,90,1,0,10,10,41,54,69,36,21
"g/gallida01","Danilo Gallinari",671,295,316,21,145,132,111,108,39,76,55,62,90,70,87
"g/gallola01","Langston Galloway",863,356,359,3,122,102,218,225,16,32,13,18,109,84,41
"g/gasolma01","Marc Gasol",2408,1172,1234,62,713,650,320,327,139,257,164,218,549,432,337
"g/gasolpa01","Pau Gasol",1812,721,775,54,506,488,120,129,95,158,195,262,311,226,209
"g/gayru01","Rudy Gay",1231,601,653,52,419,432,118,111,64,110,140,190,279,242,145
"g/georgpa01","Paul George",2891,1508,1716,208,731,664,608,732,169,320,263,352,468,312,412
"g/georgma01","Marcus Georges-Hunt",224,59,59,0,34,34,15,12,10,13,21,22,13,12,21
"g/gibsota01","Taj Gibson",2726,817,999,182,702,836,35,21,80,142,355,534,347,302,185
"g/ginobma01","Manu Ginobili",1299,518,571,53,270,274,193,192,55,105,131,168,139,106,131
"g/goberru01","Rudy Gobert",1816,572,756,184,443,552,0,0,129,204,336,488,107,64,299
"g/gordoaa01","Aaron Gordon",1909,957,1022,65,523,520,342,345,92,157,238,342,285,178,225
"g/gordoer01","Eric Gordon",2154,1066,1241,175,360,394,608,654,98,193,227,300,133,94,241
"g/gortama01","Marcin Gortat",2075,631,690,59,560,580,0,0,71,110,230,300,330,280,163
"g/grahatr01","Treveon Graham",1050,248,273,25,124,112,97,120,27,41,56,60,68,52,59
"g/grantje01","Jerami Grant",1647,561,682,121,346,424,110,96,105,162,267,366,79,58,240
"g/grantje02","Jerian Grant",1686,579,619,40,316,296,188,183,75,140,100,128,216,168,188
"g/greenda02","Danny Green",1791,589,599,10,241,202,320,348,28,49,97,106,144,96,65
"g/greendr01","Draymond Green",2287,697,773,76,363,408,256,231,78,134,220,306,143,102,173
"g/greenge01","Gerald Green",929,436,494,58,115,116,298,330,23,48,50,56,65,60,60
"g/greenja01","JaMychal Green",1542,538,569,31,361,360,127,129,50,80,218,272,143,88,111
"g/greenje02","Jeff Green",1828,723,842,119,449,484,170,159,104,199,246,344,203,140,234
"g/griffbl01","Blake Griffin",1970,1142,1237,95,675,650,322,333,145,254,283,386,392,264,330
"g/griffbl01","Blake Griffin",1139,1142,1237,95,675,650,322,333,145,254,283,386,392,264,330
"g/griffbl01","Blake Griffin",831,1142,1237,95,675,650,322,333,145,254,283,386,392,264,330
"h/hardati02","Tim Hardaway",1885,934,992,58,446,460,410,390,78,142,190,244,256,216,179
"h/hardeja01","James Harden",2551,1742,2167,425,726,772,722,795,294,600,395,520,331,252,727
"h/harklma01","Maurice Harkless",1264,324,385,61,179,196,118,147,27,42,136,168,43,28,59
"h/harremo01","Montrezl Harrell",1293,638,836,198,540,694,7,3,91,139,354,520,186,174,222
"h/harride01","Devin Harris",1340,525,594,69,227,216,227,237,71,141,133,168,94,48,170
"h/harride01","Devin Harris",807,525,594,69,227,216,227,237,71,141,133,168,94,48,170
"h/harride01","Devin Harris",533,525,594,69,227,216,227,237,71,141,133,168,94,48,170
"h/harriga01","Gary Harris",2304,977,1169,192,514,568,394,468,69,133,227,326,287,242,162
"h/harrijo01","Joe Harris",1975,662,842,180,264,310,358,450,40,82,161,226,103,84,104
"h/harrito02","Tobias Harris",2668,1308,1480,172,776,758,445,549,87,173,259,334,517,424,216
"h/harrito02","Tobias Harris",1563,1308,1480,172,776,758,445,549,87,173,259,334,517,424,216
"h/harrito02","Tobias Harris",1105,1308,1480,172,776,758,445,549,87,173,259,334,517,424,216
"h/harriaa01","Aaron Harrison",233,77,60,-17,26,20,43,27,8,13,8,10,18,10,17
"h/harrian01","Andrew Harrison",1326,497,532,35,287,268,142,141,68,123,129,148,158,120,159
"h/harrish01","Shaquille Harrison",384,140,152,12,98,106,26,18,16,28,84,102,14,4,38
"h/hartjo01","Josh Hart",1461,418,496,78,178,196,197,234,43,66,119,162,59,34,94
"h/hayesni01","Nigel Hayes",122,34,27,-7,17,14,16,12,1,1,4,2,13,12,3
"h/hayesni01","Nigel Hayes",105,34,27,-7,17,14,16,12,1,1,4,2,13,12,3
"h/henrymy01","Myke Henry",378,113,107,-6,51,44,58,57,4,6,34,36,17,8,10
"h/hensojo01","John Henson",1970,572,665,93,494,572,7,3,71,90,280,396,214,176,158
"h/hernaju01","Juan Hernangomez",277,80,82,2,25,30,50,42,5,10,15,24,10,6,12
"h/hernawi01","Willy Hernangomez",495,206,246,40,153,172,12,15,41,59,94,124,59,48,90
"h/hernawi01","Willy Hernangomez",233,206,246,40,153,172,12,15,41,59,94,124,59,48,90
"h/hernawi01","Willy Hernangomez",262,206,246,40,153,172,12,15,41,59,94,124,59,48,90
"h/hezonma01","Mario Hezonja",1657,662,720,58,349,366,267,270,46,84,152,210,197,156,105
"h/hicksis01","Isaiah Hicks",240,81,80,-1,63,62,9,6,9,12,37,48,26,14,18
"h/hieldbu01","Buddy Hield",2024,959,1061,102,525,480,408,528,26,53,149,188,376,292,81
"h/hilarne01","Nene Hilario",758,285,340,55,237,272,2,0,46,68,151,192,86,80,107
"h/hillge01","George Hill",1812,573,663,90,308,302,204,255,61,106,97,136,211,166,140
"h/hillge01","George Hill",1143,573,663,90,308,302,204,255,61,106,97,136,211,166,140
"h/hillge01","George Hill",669,573,663,90,308,302,204,255,61,106,97,136,211,166,140
"h/hillso01","Solomon Hill",187,44,29,-15,20,14,21,12,3,3,8,10,12,4,6
"h/holidjr01","Jrue Holiday",2927,1339,1529,190,887,990,356,360,96,179,371,498,516,492,238
"h/holidju01","Justin Holiday",2265,845,872,27,332,258,450,483,63,131,102,110,230,148,164
"h/hollajo02","John Holland",174,65,53,-12,23,12,36,33,6,8,11,8,12,4,13
"h/holliro01","Rondae Hollis-Jefferson",1920,858,946,88,670,658,54,39,134,249,273,326,397,332,316
"h/holmeri01","Richaun Holmes",746,264,311,47,211,262,31,12,22,37,123,196,88,66,56
"h/hoodro01","Rodney Hood",1616,804,879,75,418,390,333,381,53,108,76,100,342,290,129
"h/hoodro01","Rodney Hood",1084,804,879,75,418,390,333,381,53,108,76,100,342,290,129
"h/hoodro01","Rodney Hood",532,804,879,75,418,390,333,381,53,108,76,100,342,290,129
"h/horfoal01","Al Horford",2277,804,921,117,527,542,226,291,51,88,149,220,378,322,120
"h/houseda01","Danuel House",403,141,152,11,71,82,58,45,12,25,48,66,23,16,31
"h/howardw01","Dwight Howard",2463,1170,1347,177,904,1010,7,3,259,334,517,724,387,286,582
"h/huestjo01","Josh Huestis",982,191,159,-32,67,54,115,99,9,6,50,48,17,6,20
"i/ibakase01","Serge Ibaka",2093,835,959,124,487,544,297,321,51,94,127,184,360,360,118
"i/iguodan01","Andre Iguodala",1622,358,384,26,203,230,117,99,38,55,100,152,103,78,87
"i/ilyaser01","Ersan Ilyasova",1729,673,750,77,360,372,253,273,60,105,183,228,177,144,135
"i/ilyaser01","Ersan Ilyasova",1175,673,750,77,360,372,253,273,60,105,183,228,177,144,135
"i/ilyaser01","Ersan Ilyasova",554,673,750,77,360,372,253,273,60,105,183,228,177,144,135
"i/inglejo01","Joe Ingles",2578,754,939,185,254,262,464,612,36,65,118,160,136,102,83
"i/ingrabr01","Brandon Ingram",1975,886,949,63,656,634,105,123,125,192,285,382,371,252,282
"i/irvinky01","Kyrie Irving",1931,1189,1448,259,680,736,407,498,102,214,242,314,438,422,261
"i/isaacjo01","Jonathan Isaac",536,156,145,-11,99,78,46,48,11,19,27,44,72,34,25
"i/iwundwe01","Wesley Iwundu",1020,239,229,-10,172,168,46,27,21,34,85,108,87,60,47
"j/jackja01","Jarrett Jack",1548,476,465,-11,357,328,86,75,33,62,55,72,302,256,75
"j/jacksjo02","Josh Jackson",1959,1058,1012,-46,715,664,217,171,126,177,325,376,390,288,279
"j/jacksju01","Justin Jackson",1506,432,453,21,234,256,185,171,13,26,78,118,156,138,36
"j/jacksre01","Reggie Jackson",1201,634,653,19,408,388,169,156,57,109,90,108,318,280,134
"j/jamesle01","LeBron James",3026,1797,2248,451,1174,1416,406,447,217,385,668,1024,506,392,531
"j/jamesmi02","Mike James",687,357,336,-21,222,194,98,78,37,64,77,86,145,108,84
"j/jamesmi02","Mike James",669,357,336,-21,222,194,98,78,37,64,77,86,145,108,84
"j/jeffeal01","Al Jefferson",484,220,252,32,205,222,3,0,12,30,59,68,146,154,36
"j/jefferi01","Richard Jefferson",163,30,30,0,20,20,7,6,3,4,6,8,14,12,7
"j/jennibr01","Brandon Jennings",205,75,73,-2,39,36,33,27,3,10,9,10,30,26,10
"j/jerebjo01","Jonas Jerebko",1134,366,429,63,184,188,157,195,25,46,89,126,95,62,57
"j/johnsam01","Amir Johnson",1171,300,342,42,229,260,32,30,39,52,112,160,117,100,85
"j/johnsda04","Dakari Johnson",161,49,55,6,39,44,0,0,10,11,21,26,18,18,20
"j/johnsja01","James Johnson",1943,680,788,108,429,504,185,171,66,113,235,328,194,176,162
"j/johnsjo02","Joe Johnson",1205,379,370,-9,215,212,145,120,19,38,12,16,203,196,44
"j/johnsjo02","Joe Johnson",700,379,370,-9,215,212,145,120,19,38,12,16,203,196,44
"j/johnsjo02","Joe Johnson",505,379,370,-9,215,212,145,120,19,38,12,16,203,196,44
"j/johnsst04","Stanley Johnson",1894,628,599,-29,326,286,234,201,68,112,123,162,203,124,145
"j/johnsty01","Tyler Johnson",2052,763,835,72,387,380,324,357,52,98,141,180,246,200,129
"j/johnswe01","Wesley Johnson",1486,394,402,8,191,180,177,180,26,42,57,74,134,106,58
"j/jokicni01","Nikola Jokic",2443,1141,1385,244,728,786,280,333,133,266,227,306,501,480,313
"j/jonesde02","Derrick Jones",245,64,61,-3,35,36,18,9,11,16,19,26,16,10,24
"j/jonesde02","Derrick Jones",212,64,61,-3,35,36,18,9,11,16,19,26,16,10,24
"j/jonesja04","Jalen Jones",181,75,74,-1,41,32,26,30,8,12,26,28,15,4,19
"j/jonesja04","Jalen Jones",162,75,74,-1,41,32,26,30,8,12,26,28,15,4,19
"j/jonesty01","Tyus Jones",1467,362,415,53,199,210,129,135,34,70,75,102,124,108,81
"j/jordade01","DeAndre Jordan",2424,716,927,211,575,746,0,0,141,181,487,684,88,62,312
"j/josepco01","Cory Joseph",2210,644,646,2,413,378,190,201,41,67,103,124,310,254,95
"k/kaminfr01","Frank Kaminsky",1835,798,870,72,442,406,274,312,82,152,122,164,320,242,194
"k/kanteen01","Enes Kanter",1830,791,1000,209,710,844,2,0,79,156,435,594,275,250,184
"k/kennalu01","Luke Kennard",1463,494,550,56,270,250,195,243,29,57,62,74,208,176,76
"k/kiddgmi01","Michael Kidd-Gilchrist",1850,636,681,45,558,564,2,0,76,117,226,312,332,252,171
"k/kilpase01","Sean Kilpatrick",640,324,329,5,150,128,143,138,31,63,64,70,86,58,72
"k/kilpase01","Sean Kilpatrick",183,324,329,5,150,128,143,138,31,63,64,70,86,58,72
"k/kilpase01","Sean Kilpatrick",205,324,329,5,150,128,143,138,31,63,64,70,86,58,72
"k/kilpase01","Sean Kilpatrick",214,324,329,5,150,128,143,138,31,63,64,70,86,58,72
